Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2024-12-12,Dubai Islamic Bank,@dubai_islamic_bank,Banking & Finance,partnership,"Promote Xtra, Evolve and Shams products via Dubai’s D/OOH platform.",DOOH,"Dubai, UAE","Xtra, Evolve, and Shams are now promoted by @dubai_islamic_bank on Dubai's D/OOH platform. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",HIGH,HIGH
2024-11-19,HRE Development,@hredevelopment,Real Estate,partnership,Partner with Dubai Cares to support education in developing countries via D/OOH.,DOOH,"Dubai, UAE","Dubai Cares and property developer @hredevelopment signed a new partnership to support the education of children and youth in developing countries on Dubai's D/OOH 

Read the full article on our websi",HIGH,HIGH
2024-11-28,Home Centre,@homecentrestores,Retail,promotional_sale,Promote the ‘Big Friday’ sale with discounts up to 70% across OOH media.,OOH,"Dubai, UAE","@homecentrestores #OOH campaign showcased ‘Big Friday’ text over a shadowed black reflecting the massive chance to scrimp, prominently featuring the sale offering discounts from 25% to 70% creating an",HIGH,HIGH
2024-11-18,Longchamp,@longchamp,Retail,product_launch,Showcase the new Le Roseau XS handbag on Dubai billboards as part of the FW24 collection.,billboard,"Dubai, UAE","@longchamp Paris showcases it's new Le Roseau XS Handbag on Dubai's #billboards as part of their FW24 Collection

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Thi",HIGH,HIGH
2024-11-20,Nukta Dubai,@nuktadubai,Entertainment & Media,brand_awareness,"Debut the Nukta digital storytelling platform on OOH, highlighting its mission to transform news consumption.",OOH,"Dubai, UAE","@nuktadubai, the future of storytelling, a digital content platform bringing the Whole Story to inform and entertain with meaningful stories that matter from the Middle East, in its debut in the #OOH ",HIGH,HIGH
2024-11-19,Papa John's,@papajohnsuae,Food & Beverage,product_launch,"Introducing the new Chicken Shawarma Pizza – a golden‑crust pizza with juicy shawarma slices, marketed as “The Authentic Taste” with a flavorful twist.",billboard,"Dubai, UAE","@papajohnsuae’s new advertisement showcases an image of the new Chicken Shawarma Pizza, with its golden crust topped with juicy chicken shawarma slices, and clearly announces (The Authentic Taste) wit",HIGH,HIGH
2024-11-19,MG Motor,@mgmotorae,Automotive,product_launch,Promoting the new MG RX9 model with the tagline “prestige with confidence” across OOH media in Dubai.,billboard,"Dubai, UAE","Inter Emirates Motors promotes the @mgmotorae RX9 on #OOH in Dubai, prestige with confidence.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-20,Mereed,@mered.ae,Real Estate,brand_awareness,Launch of the “Live Iconic” billboard campaign for the Iconic Tower project.,billboard,"Dubai, UAE","@mered.ae launches a new campaign for Iconic Tower on Dubai's #billboards ""Live Iconic""

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,MEDIUM
2024-11-19,Binghatti,@binghatti,Real Estate,brand_awareness,Creative die‑cut hoarding design to boost visual impact for Binghatti’s OOH campaign.,hoarding,"Dubai, UAE","At the heart of @binghatti's #OOH campaign, lies a ""creative concept"" die-cut design that enhances the visual impact of the hoarding display.

Read the full article on our website 🌍 

#InsiteOOH 
#Emi",HIGH,HIGH
2024-11-20,Property Finder,@propertyfinder,Real Estate,brand_awareness,Promoting “Your perfect apartment” through OOH ads to drive property searches on Property Finder.,billboard,UAE,"Your perfect apartment with awaits with @propertyfinder , announced on #OOH in the #UAE

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-21,Emirates,@emirates,Hospitality & Tourism,product_launch,Premium Economy class promotion featuring Penélope Cruz on Dubai’s digital OOH screens.,digital,"Dubai, UAE","penelopecruzoficial stars in a new advertisement by @emirates Airlines for their Premium Economy class on Dubai's digital #OOH 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#",HIGH,HIGH
2024-11-18,Michael Kors,@michaelkors,Beauty & Personal Care,product_launch,New fragrance campaign starring @irinashayk and @jonkortajarena for Michael Kors.,billboard,"Dubai, UAE","@irinashayk  and @jonkortajarena  Star in @michaelkors' New #OOH Fragrance Campaign

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-18,Kinder,@kinderarabia,Food & Beverage,brand_awareness,"“Many Expressions for Unlimited Emotions” – a digital OOH campaign linking Kinderini biscuits to joy, sharing, surprise and love.",digital,"Dubai, UAE","The engaging digital screen showcases the milk-looking waves focusing on @kinderarabia Kinderini biscuits, highlighting the campaign slogan “Many Expressions for Unlimited Emotions’, transcends age ba",HIGH,HIGH
2024-11-14,Daman Insurance,@damaninsurance,Banking & Finance,product_launch,Debut D/OOH campaign highlighting tailored health‑insurance solutions across the UAE.,digital,UAE,"@damaninsurance launches its debut D/OOH campaign to highlight tailored health insurance solutions in the #UAE

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Think",HIGH,HIGH
2024-11-15,Dubai Residential,@dubairesidential,Real Estate,brand_awareness,Showcasing the evolving identity of Dubai Residential on UAE billboards.,billboard,UAE,"@dubairesidential, part of Dubai Holding Asset Management, recently appeared on UAE’s #OOH #billboards, showcasing their evolving identity

Read the full article on our website 🌍 

#InsiteOOH 
#Emirat",MEDIUM,MEDIUM
2024-11-13,Polestar,@polestarcars,Automotive,product_launch,Launch of the Polestar 4 high‑performance electric SUV,"DOOH, billboard","Dubai, UAE","A new breed combines coupé and e-SUV an innovation in Outdoor spaces showcasing the @polestarcars 4, @alfuttaimauto striking advertisement, urging viewers to explore the electric Auto, places the Pole",HIGH,HIGH
2024-11-13,Volkswagen,@volkswagen,Automotive,product_launch,Introducing the all‑new Volkswagen Tiguan,"billboard, DOOH","Dubai, UAE","@alnaboodaautomobiles Launches #OOH Campaign for the All-New @volkswagen  Tiguan

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-14,Adidas,@adidasarabia,Retail,brand_awareness,"""You Got This"" motivational campaign encouraging athletes",DOOH,"Dubai, UAE","""You Got This"" campaign by @adidasarabia now all over Dubai's digital screens motivating athletes to enjoy every second of sports 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦",HIGH,HIGH
2024-11-13,HSBC,@hsbc_uae,Banking & Finance,partnership,"Earn up to 50,000 Skywards Miles with HSBC Emirates Skywards Credit Cards",DOOH,"Dubai, UAE","Get up to 50,000 Skywards Miles with the @hsbc_uae Emirates Skywards Credit Cards now on Dubai's D/OOH scene in a die-cut campaign 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH ",HIGH,HIGH
2024-11-15,e& UAE,@eanduae,Telecommunications,partnership,"""Go for More"" campaign featuring celebrity ambassadors",DOOH,UAE,"@eanduae's D/OOH campaign in the UAE to empower customers ""Go for More,"" features @shahrukh__khan__fanclub, @aminakhalilofficial, @lewishamilton, @jasonstatham, and @meganfox 

Read the full article o",HIGH,HIGH
2024-11-14,KFC,@kfcarabia,Food & Beverage,promotional_sale,Mighty Cruncher promotion highlighting unmatched price & experience,DOOH,UAE,"The Mighty Cruncher's D/OOH by @kfcarabia in #UAE! Unmatched price & experience!

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-13,Audemars Piguet,@audemarspiguet,Retail,brand_awareness,"Showcasing the brand’s artistic value, class and boldness",billboard,"Dubai, UAE","The brand has always exceeded our expectation in many endeavors as of quality of items, artistic value while having a mixture of class and boldness

Read the full article on our website 🌍 

#InsiteOOH",HIGH,HIGH
2024-11-08,du,@du,Telecommunications,brand_awareness,Promoting du services for everyday moments,"DOOH, billboard",UAE,"From huge digital screens to billboards across bridges, the ads showcase how du's services enable consumers to make the most of each precious moment spent-from business transactions to bill payments, ",HIGH,HIGH
2024-11-12,Visit Saudi,@visitsaudi,Hospitality & Tourism,seasonal,Encouraging travel to Riyadh Season and AlUla via Dubai billboards,"DOOH, billboard","Dubai, UAE","Enjoy @riyadhseason and AlUla Moments with @visitsaudi now on Dubai's D/OOH billboards 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-08,Royal Furniture Group,,Retail,promotional_sale,Highlighting a special offer from Royal Furniture Group,billboard,UAE,"Royal Furniture Group launches OOH campaign in the UAE to highlight special offer.

Read the full article on our platform 🌍 

#InsiteOOH
#Emirates_IOH
#Stay_Tuned",HIGH,HIGH
2024-11-11,Bremont,@bremontwatches,Retail,brand_awareness,Showcasing Bremont luxury watches through a new DOOH campaign in Dubai.,DOOH,"Dubai, UAE","Ahmed Seddiqi & Sons showcases @bremontwatches's timepieces in new DOOH campaign in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-11,RAK Prop,@rakpropofficial,Real Estate,brand_awareness,Elevating luxury living with the EDGE OOH campaign across the UAE.,OOH,UAE,"@rakpropofficial elevates luxury living with EDGE #OOH campaign in the UAE

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,HIGH
2024-11-12,Insite OOH,@insiteooh_ae,Industry News,brand_awareness,Billboard takeover celebrating the visionary leaders Zayed and Rashid.,billboard,"Dubai, UAE","Brand Dubai has taken over Dubai’s #billboards with The #ZayedAndRashid campaign paying homage to the visionary leaders who have shaped the United Arab Emirates.

Read the full article on our website ",MEDIUM,HIGH
2024-11-11,BMW Middle East,@bmwmiddleeast,Automotive,brand_awareness,BMW promises to satisfy all vehicular needs across the market.,OOH,"Dubai, UAE","@bmwmiddleeast will satisfy wherever you are on the spectrum of vehicular needs

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-10,Insite OOH,@insiteooh_ae,Industry News,industry_news,"September market insights highlight automotive, jewelry and real‑estate as leading sectors.",,UAE,"In September’s #UAE market insights, automotive, jewelry, and real estate industries take the lead!

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-08,Insite OOH,@insiteooh_ae,Industry News,product_launch,Seddiqi Holding launches an OOH campaign for the Edit brand.,OOH,UAE,"Seddiqi Holding launches #OOH campaign for Edit in the UAE.

Read the full article on our platform 🌍 

#InsiteOOH
#Emirates_OOH
#Stay_Tuned",MEDIUM,MEDIUM
2024-11-12,Hyundai UAE,@hyundaiuae_,Automotive,product_launch,Digital screen in Dubai showcases the Hyundai Ioniq models with the tagline “Engineered for tomorrow.”,DOOH,"Dubai, UAE","Juma Al Majid displays on Dubai’s digital screen the two high-tech hyundai Ioniq models, accompanied by the tagline ""Engineered for tomorrow,""alluding to @hyundaiuae_'s advanced engineering capabiliti",HIGH,HIGH
2024-11-11,Insite OOH,@insiteooh_ae,Industry News,promotional_sale,Deep‑purple billboard urging “Your time is now” for a limited‑edition Emirates Islamic credit card with Visa Signature.,billboard,"Dubai, UAE","Emirates Islamic's deep purple billboard showcased in bright green text, “Your time is now,” encourages viewers to swiftly catch this limited offer, featuring the exclusivity of the new card offering ",HIGH,HIGH
2024-11-20,Mashreq Neo,@mashreqneo,Banking & Finance,promotional_sale,OOH campaign promoting high‑interest savings accounts from Mashreq Neo.,OOH,"Dubai, UAE","@mashreqneo's #OOH campaign: a focus on high-interest savings

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-15,Builder.ai,@builder.ai,Technology,brand_awareness,Promoting Builder.ai’s AI‑powered software creation service with the tagline “SOFTWARE CREATION WITH AI.”,OOH,"Dubai, UAE","The ad copy ""SOFTWARE CREATION WITH AI"" describes the core service of @builder.ai  as creating high-quality, AI-powered software to drive frictionless development processes across businesses of all sc",HIGH,HIGH
2025-01-07,Sidr Residences,,Real Estate,brand_awareness,Showcasing Sidr Residences development in Dubai through OOH.,billboard,"Dubai, UAE","Sidr Residences Astonish Dubai’s #OOH Scene Developed By @expocitydubai 

Read the Full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-12,Hardee's,@hardeesuae,Food & Beverage,promotional_sale,Launch of the Crave N' Save menu priced at AED 8‑9 on Dubai billboards.,billboard,"Dubai, UAE","@hardeesuae new Crave N' Save menu is now on Dubai's #billboards with options that cost only AED 8 and 9!

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-18,ITA Airways,@itaairways,Transportation & Logistics,brand_awareness,Eye‑catching billboard linking Italy and Dubai with the slogan “A Sky Full of Italy.”,billboard,"Dubai, UAE","The airline conjured an eye-catching ad, showing a bright blue sky and an airplane flying across, like an arrow, pointing at the inseparable connection between the two iconic cities under the slogan """,HIGH,HIGH
2024-11-05,Home Centre,@homecentrestores,Retail,promotional_sale,Promotion of the “250 back” Half Back offer on Home Centre billboards.,billboard,"Dubai, UAE","@homecentrestores ads are located and designed to catch the eye and maximize their reach. They showcase Home Centre’s logo, ensuring the grasp of the message. Also, the Half Back “250 back” promotion ",HIGH,HIGH
2024-11-07,Peace Homes Development,@peacehomesdevelopment,Real Estate,expansion,Announcement of new destination expansion for Peace Homes Development.,billboard,UAE,"In a bold move, @peacehomesdevelopment has set to conquer another destination and add it to the roster of exquisite locations.

Read the full article on our platform 🌍 

#InsiteOOH
#Emirates_OOH
#Stay",HIGH,HIGH
2024-11-07,Amazon.ae,@amazonae,Retail,promotional_sale,11.11 mega‑sale promotion on UAE digital OOH screens.,DOOH,UAE,"@amazonae promotes its 11.11 sale from 7-12 November on UAE's D/OOH

Read the full article on our platform 🌍 

#InsiteOOH
#Emirates_OOH
#Stay_Tuned",HIGH,HIGH
2024-11-08,Centrepoint,,Retail,seasonal,White Wednesday discount campaign (25‑75 %) across multiple billboards.,billboard,UAE,"The leading fashion brand, Centrepoint has declared the keenly awaited White Wednesday on a wide out-of-home Campaign, using various types of billboards, each one showcasing fantastic discounts rangin",HIGH,HIGH
2024-11-06,Insite OOH,@insiteooh_ae,Industry News,event_promotion,Digital screen promotion for Dubai Design Week’s Downtown Design theme.,DOOH,"Dubai, UAE","Dubai's Digital Screen hosting the high-end event of Dubai Design Week, highlighting the event theme announced Downtown Design, as a leading design fair in the Middle East and a catalyst for growth in",MEDIUM,MEDIUM
2024-11-07,Danube Group Home,,Retail,promotional_sale,Shop Free promotion – get 500 AED coupon for every 500 AED spent.,billboard,UAE,"Danube Group Home displays the Shop Free promotion over a clear white background as an opportunity to seize and enhance living spaces, highlighting 'Get 500AED COUPON ON EVERY 500 AED spent, motivatin",HIGH,HIGH
2024-11-06,Prestige One,,Real Estate,brand_awareness,Die‑cut billboard campaign featuring Argentine football stars to boost Prestige One.,billboard,"Dubai, UAE","With minimal text and maximum impact, Prestige One's campaign leverages the star power of Argentina's football elite, drawing attention with die-cut billboards along Dubai's streets.

Read the full ar",HIGH,HIGH
2024-11-06,OMO Arabia,@omoarabia,Retail,brand_awareness,Promotes OMO's stain‑fighting technology and latest product innovations.,billboard,UAE,"@unilever's @omoarabia, a fierce opposing force to stains has always been up to date to provide the latest and greatest technology shows on #00H

Read the full article on our platform 🌍 

#InsiteOOH
#",HIGH,MEDIUM
2024-11-07,Tanishq,,Retail,brand_awareness,Showcases the new Tanishq jewellery collection inspired by royal queens.,billboard,UAE,"The advertisement showcases Tanishq's signature jewelry reflecting the collection ethos inspired by the regality of royal queens, reimagined for the queens of today, the ad captures a beautiful moment",HIGH,HIGH
2024-11-08,RAK Prop,@rakpropofficial,Real Estate,brand_awareness,Launch of the Mina al Arab residential project.,billboard,UAE,"@rakpropofficial launches a breathtaking OOH campaign on UAE's billboards exhibiting Mina al arab.

Read the full article on our platform 🌍 

#InsiteOOH
#Emirates_OOH
#Stay_Tuned",HIGH,HIGH
2024-12-03,Toyota UAE,@toyotauae,Automotive,brand_awareness,Promotes Toyota vehicles with the call‑to‑action “Make Your Move Now!”.,billboard,"Ajman, UAE","@alfuttaimauto rolls out @toyotauae on #OOH in Ajman, Make Your Move Now!

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-06,Gulfood,,Food & Beverage,event_promotion,Highlights Gulfood 10th edition – “Powering the Future of Food Production”.,billboard,"Dubai, UAE","The significant event Gulfood appeared on Dubai's billboards and showcased the event hosted at the Dubai World Trade Centre from November 5th to November 7th, 2024, highlighting the slogan, ""Powering ",HIGH,HIGH
2024-11-01,Al Badia Living,@alfuttaim,Real Estate,brand_awareness,Promotes Al Badia Living apartments (1‑4 bedroom units).,billboard,"Dubai, UAE","@alfuttaim Real Estate rose with an eye-catching outdoors campaign for the beautiful apartments of Al Badia Living, ranging from 1 to 4 bedrooms.

Read the full article on our website 🌍 

#InsiteOOH 
",HIGH,HIGH
2024-11-01,Adidas Arabia,@adidasarabia,Retail,brand_awareness,Adidas campus‑focused OOH activation across Dubai.,DOOH,"Dubai, UAE","@adidasarabia reimagines the campus with a vibrant #OOH campaign in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-11-04,Imtiaz Developments,@imtiazdevelopments,Real Estate,brand_awareness,Promotes the Beach Walk Residence development.,DOOH,"Dubai, UAE","@imtiazdevelopments takes #DOOH to new heights with Beach Walk Residence campaign in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-05,Smiles UAE,@smilesuae,Telecommunications,promotional_sale,Launches a DOOH campaign for the Unlimited Super Subscription plan.,DOOH,"Dubai, UAE","@smilesuae Launches #DOOH Campaign to Promote Unlimited Super Subscription

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-05,Samsung,@samsung,Technology,product_launch,Promotes Samsung Bespoke AI Laundry Combo – wash & dry in under 2 hours.,billboard,"Dubai, UAE","Wash and dry your clothes in less than 2 hours with @samsung's new Bespoke AI Laundry Combo on Dubai's #billboards 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-29,NAQDI Global,@naqdiglobal,Retail,brand_awareness,"Promote NAQDI Global's portfolio of over 15,000 instruments across seven international markets.",billboard,"Dubai, UAE","@naqdiglobal kicks off its new outdoor campaign to promote its portfolio of over 15,000 instruments across seven international markets. 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates",HIGH,MEDIUM
2024-11-06,Aldar,@aldar,Real Estate,brand_awareness,Promote the transformation of Al Hamra Mall Rak with the #00H campaign.,billboard,UAE,"@aldar Properties promotes @alhamramallrak transformation with #00H campaign.

Read the full article on our website 🌍 

#InsiteOOH
#Emirates_0OH
#Stay_Tuned",HIGH,HIGH
2024-10-30,V Perfumes,,Beauty & Personal Care,brand_awareness,V Perfumes claims the #1 fragrance position on UAE billboards.,billboard,"Dubai, UAE","V Perfumes  spike #UAE's #billboards claiming there position as the number 1 frag

Read the full article 👇 
https://insiteooh.com/article/10743-your-fragrance-destination-v-perfumes-on-uaes-ooh

#Insi",HIGH,HIGH
2024-10-30,Shark Flex Styles,@sharkflexstyles,Retail,brand_awareness,Shark Flex Styles takes to the streets of Dubai with D/OOH.,DOOH,"Dubai, UAE","@sharkflexstyles takes to the streets of Dubai on D/OOH

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,MEDIUM
2024-10-28,du,@du,Telecommunications,promotion,"Win AED 500,000 in cash prizes via du Pay on UAE's digital screens.",DOOH,"Dubai, UAE","Get a chance to win AED 500,000 in cash prizes with @du Pay on UAE's digital screens 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-10-25,Danube Home,@danubehome,Retail,product_launch,Launch of Danube Home's garden furniture collection to enhance outdoor spaces.,billboard,"Dubai, UAE","@danubehome has kicked off an outdoor campaign to enhance outdoor spaces and add a dash of style with their exquisite garden furniture collection

Read the full article on our website 🌍 

#InsiteOOH 
",HIGH,HIGH
2024-10-31,e& UAE,@eanduae,Telecommunications,promotion,Zero fees on all global money transfers with e& UAE Money.,billboard,"Dubai, UAE","There are now zero fees on all global money transfers with @eanduae Money on Dubai's #billboards 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-30,MECES Expo,@meces_expo,Entertainment & Media,event_promotion,Announces 2024 MECES Expo dates on Dubai's OOH.,OOH,"Dubai, UAE","The @meces_expo announces dates on Dubai's #OOH for 2024 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-21,Air Arabia Group,@airarabiagroup,Transportation & Logistics,promotional_sale,"Super Seat Sale offering 500,000 discounted seats across Air Arabia's network.",billboard,"Dubai, UAE","@airarabiagroup, the low-cost airline carrier, has launched a massive #OOH campaign to promote the ""Super Seat Sale,"" offering a sheer number of 500,000 seats across their entire network at highly dis",HIGH,HIGH
2024-10-22,Dugasta Properties,@dugastaproperties,Real Estate,brand_awareness,Launch of Dugasta Properties' first OOH campaign in Dubai.,billboard,"Dubai, UAE","@dugastaproperties launches its first #OOH Campaign in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,HIGH
2024-10-18,BMW,@bmwmiddleeast,Automotive,brand_awareness,Showcasing the BMW 7 Series and X7 on striking billboards to drive desire and admiration.,billboard,"Dubai, UAE","@bmwmiddleeast’s out-of-home advertising is hard not to stare at, featuring a bold presence of the BMW 7 and X7 pop on #billboards exquisitely crafted, reflecting the luxurious glossy exterior, making",HIGH,HIGH
2024-10-21,Disney,@dubai_calendar,Entertainment & Media,event_promotion,Bringing Disney Legend @msleasalonga to Dubai’s digital OOH screens.,D/OOH,"Dubai, UAE","@dubai_calendar Brings Disney Legend @msleasalonga on D/OOH

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,MEDIUM
2024-10-18,Chanel,@chanelofficial,Beauty & Personal Care,product_launch,K‑pop star Jennie Kim promotes Chanel’s Première Édition Originale on Dubai’s digital OOH.,D/OOH,"Dubai, UAE","Global superstar and K-pop sensation Jennie Kim promotes @chanelofficial's Première Édition Originale on Dubai's D/OOH

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tune",HIGH,HIGH
2024-10-22,The Luxe Developers,@theluxedevelopers,Real Estate,brand_awareness,"Highlighting the individuality, quality and luxury craftsmanship of The Luxe Developers’ projects on billboards.",billboard,"Dubai, UAE","What makes a building stand out and turn into a future landmark? @theluxedevelopers  believe it’s all about individuality, quality, and luxury craftsmanship in the real estate, and its showcased on #b",HIGH,HIGH
2024-10-21,Trendyol,@trendyol.ar,Retail,promotional_sale,“From essential to extras” campaign with a 30 % app‑download discount.,billboard,"Dubai, UAE","@trendyol.ar 's new campaign focuses on providing customers with everything they need, from essential items to delightful extras to create a one-stop shopping destination, highlights the tagline ""from",HIGH,HIGH
2024-10-23,Apple,@apple,Technology,partnership,Etisalat and e& launch a joint offer for the Apple Watch across Dubai OOH screens.,OOH,"Dubai, UAE","Etisalat and (e&) launch an eye-catching offer for @apple Watch on #OOH in Dubai!

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-24,Brands For Less,@brandsforless,Retail,promotional_sale,Anniversary OOH campaign promoting special offers across the UAE.,OOH,UAE,"@brandsforless launches a promotional anniversary #OOH Campaign in #UAE

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-21,Celine,@celine,Beauty & Personal Care,brand_awareness,"Minimalist visual OOH highlighting Celine’s fashion cuts, fabrics and contemporary designs.",billboard,"Dubai, UAE","This minimalist visual style allows the viewer to really take in @celine’s fashion, from the cuts and fabrics to their classic designs with a contemporary edge.

Read the full article on our website 🌍",HIGH,MEDIUM
2024-10-18,Reef Developments,@reef.developments,Real Estate,brand_awareness,First innovative OOH campaign from Reef Developments in Dubai.,OOH,"Dubai, UAE","@reef.developments launched its first innovative #OOH campaign in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-16,CFI Group,@cfigroup.ar,Retail,partnership,CFI Group features Lewis Hamilton as its global brand ambassador in a new OOH campaign.,billboard,"Dubai, UAE","@cfigroup.ar is taking things to new heights by featuring its newest global brand ambassador, Lewis Hamilton in its newest campaign.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH",MEDIUM,MEDIUM
2024-10-15,Emirates Steel Arkan,@emiratessteelarkan,Industry News,brand_awareness,Rebranding to a new handle via a DOOH campaign.,DOOH,"Dubai, UAE","Emirates Steel Arkan rebrands to @emiratessteelarkan, a #DOOH campaign makes a statement

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-10-17,McDonald's,@mcdonaldsuae,Food & Beverage,product_launch,Promoting the limited‑time Big Tasty Chicken.,billboard,"Dubai, UAE","@mcdonaldsuae has again captured the highlights of food lovers in the #UAE with its latest outdoors for the limited-time Big Tasty Chicken campaign.

Read the full article on our website 🌍 

#InsiteOO",HIGH,HIGH
2024-10-17,Chipotle,@chipotle.me,Food & Beverage,brand_awareness,Chipotle’s market entry in the UAE showcased on D/OOH at JBR.,DOOH,"Dubai, UAE","Dubai's Jumeirah Beach Residence (@jbr_official) has recently become the canvas for an innovative campaign brought by the @alshayagroup. with that being said, @chipotle.me just landed on the Emirati l",HIGH,HIGH
2024-10-16,Sharjah Culture Authority,@sharjahculture,Government & Public Sector,event_promotion,Promoting the Sharjah Calligraphy Biennale.,billboard,"Sharjah, UAE","The Sharjah Calligraphy Biennale is back, with an informative outdoor advertising campaign that gains attention toward this year’s event. 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirat",MEDIUM,MEDIUM
2024-10-16,Polestar,@polestarcars,Automotive,brand_awareness,Highlighting Polestar’s Swedish design and performance on stark white billboards.,billboard,"Dubai, UAE","@polestarcars's stark white #billboards emphasize the powerful Swedish design of the electric vehicles, highlighting their impressive performance capabilities.

Read the full article on our website 🌍 ",HIGH,HIGH
2024-10-15,Talabat,@talabatuae,Transportation & Logistics,brand_awareness,Celebrating 20 years of Talabat and promoting its wide range of delivery services.,OOH,"Dubai, UAE","@talabatuae launches an #OOH campaign promoting the biggest variety of food, grocery, flowers and pharmacy deliveries, presenting their 20 years of delivering everything to the #UAE

Read the full art",HIGH,HIGH
